,ADANIENT.NS,APOLLOHOSP.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,ICICIBANK.NS,INDUSINDBK.NS,ITC.NS,KOTAKBANK.NS,LT.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,RELIANCE.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
2021-04-23 13:15:00+05:30,1163.5999755859375,3197.050048828125,3672.14990234375,1977.989990234375,4687.60009765625,525.0,3657.550048828125,929.2999877929688,126.75,687.0499877929688,2853.5,351.54998779296875,570.0499877929688,847.5,205.89999389648438,1738.449951171875,1324.6500244140625,6662.60009765625,16728.150390625,102.4000015258789,102.6500015258789,1905.050048828125,665.6500244140625,92.5,3110.5,950.5999755859375,1465.300048828125,6046.64990234375,480.25
2021-04-23 14:15:00+05:30,1158.0,3195.0,3672.0,1981.510009765625,4668.0,522.6500244140625,3652.050048828125,934.75,125.94999694824219,687.0,2863.5,349.75,569.5999755859375,850.75,205.39999389648438,1733.0999755859375,1323.449951171875,6676.35009765625,16624.19921875,102.55000305175781,102.3499984741211,1904.050048828125,664.0,92.50999450683594,3111.300048828125,951.3499755859375,1461.949951171875,6054.0,475.20001220703125
2021-04-23 15:15:00+05:30,1152.5999755859375,3200.050048828125,3672.5,1983.330078125,4667.7998046875,522.5999755859375,3651.85009765625,936.4000244140625,126.25,689.9500122070312,2860.0,349.5,567.4500122070312,850.0,205.1999969482422,1734.199951171875,1324.0,6676.10009765625,16625.0,102.5,102.5999984741211,1903.0,664.5999755859375,92.45500183105469,3112.0,950.2000122070312,1461.449951171875,6067.89990234375,475.3999938964844
2021-04-26 09:15:00+05:30,1184.1500244140625,3173.0,3720.0,2005.0,4800.39990234375,524.4500122070312,3579.050048828125,921.0,127.19999694824219,691.75,2854.5,353.0,598.0,864.5,206.39999389648438,1769.949951171875,1332.6500244140625,6728.14990234375,16785.0,102.1500015258789,103.80000305175781,1955.050048828125,667.5499877929688,93.25,3137.949951171875,941.0499877929688,1476.5,6237.10009765625,478.6000061035156
2021-04-26 10:15:00+05:30,1185.800048828125,3174.949951171875,3721.949951171875,1999.4000244140625,4788.0,527.2999877929688,3559.949951171875,924.1500244140625,127.44999694824219,697.3499755859375,2843.449951171875,353.6499938964844,602.7000122070312,864.4000244140625,206.5500030517578,1770.800048828125,1338.4000244140625,6728.0,16777.0,102.80000305175781,103.69999694824219,1946.699951171875,666.3499755859375,93.69000244140625,3131.75,940.0,1479.949951171875,6224.89990234375,479.45001220703125
2021-04-26 11:15:00+05:30,1185.300048828125,3184.85009765625,3730.0,1996.2099609375,4778.35009765625,525.5,3558.0,915.7999877929688,127.25,697.7999877929688,2867.550048828125,357.0,599.5999755859375,863.5,205.5,1772.0,1335.6500244140625,6715.0,16805.80078125,101.1500015258789,103.6500015258789,1944.449951171875,669.2000122070312,94.1500015258789,3117.0,947.25,1479.199951171875,6283.9501953125,478.6499938964844
2021-04-26 12:15:00+05:30,1185.3499755859375,3189.39990234375,3729.0,1987.1800537109375,4759.0,525.6500244140625,3558.39990234375,909.7000122070312,127.25,696.25,2862.75,355.1000061035156,597.4000244140625,858.7000122070312,205.25,1757.3499755859375,1335.6500244140625,6637.4501953125,16800.0,102.0,103.25,1946.199951171875,671.2999877929688,95.22999572753906,3122.64990234375,944.9500122070312,1480.449951171875,6267.4501953125,479.79998779296875
2021-04-26 13:15:00+05:30,1181.0,3181.39990234375,3731.89990234375,1999.739990234375,4756.0,527.1500244140625,3540.89990234375,907.6500244140625,127.30000305175781,698.4000244140625,2861.89990234375,350.29998779296875,595.0499877929688,857.4500122070312,205.10000610351562,1760.0999755859375,1338.0,6633.0,16804.05078125,102.55000305175781,103.30000305175781,1947.25,673.3499755859375,94.79499816894531,3094.699951171875,947.9000244140625,1479.9000244140625,6262.0,477.8500061035156
2021-04-26 14:15:00+05:30,1172.199951171875,3175.5,3733.60009765625,2000.25,4732.14990234375,527.5,3539.0,904.5,126.94999694824219,704.6500244140625,2864.300048828125,348.45001220703125,591.5999755859375,858.6500244140625,205.3000030517578,1755.5,1334.75,6644.0,16875.69921875,102.30000305175781,102.75,1937.199951171875,669.75,93.99500274658203,3099.25,960.0999755859375,1480.3499755859375,6265.7998046875,479.29998779296875
2021-04-26 15:15:00+05:30,1170.5,3174.64990234375,3738.85009765625,2000.3499755859375,4744.0,527.25,3545.0,907.9500122070312,127.0999984741211,707.5,2864.550048828125,348.6000061035156,588.7000122070312,859.0,205.5,1759.6500244140625,1335.9000244140625,6644.64990234375,16870.599609375,102.44999694824219,102.80000305175781,1937.8499755859375,670.2000122070312,94.27000427246094,3101.199951171875,962.2000122070312,1480.0,6275.89990234375,482.0
2021-04-27 09:15:00+05:30,1192.449951171875,3172.25,3763.89990234375,2000.169921875,4784.64990234375,534.4500122070312,3531.10009765625,908.2999877929688,127.5,682.5499877929688,2912.0,367.0,594.7000122070312,869.7000122070312,206.39999389648438,1743.9000244140625,1355.699951171875,6648.5,16832.650390625,103.0999984741211,103.3499984741211,1973.800048828125,670.5,95.69499969482422,3120.949951171875,953.5,1501.5,6291.4501953125,483.29998779296875
2021-04-27 10:15:00+05:30,1203.050048828125,3168.14990234375,3738.0,2010.0,4819.2001953125,534.2000122070312,3530.85009765625,904.5999755859375,127.3499984741211,684.1500244140625,2921.800048828125,366.0,597.6500244140625,873.0,205.89999389648438,1743.3499755859375,1360.949951171875,6629.0,16821.94921875,102.25,103.69999694824219,1971.0,670.4500122070312,96.25499725341797,3116.39990234375,950.5499877929688,1502.449951171875,6288.0,482.54998779296875
2021-04-27 11:15:00+05:30,1200.8499755859375,3171.5,3764.64990234375,2007.0,4818.0,536.75,3538.0,907.3499755859375,127.5999984741211,682.9000244140625,2927.0,367.20001220703125,599.2999877929688,874.0,205.6999969482422,1736.6500244140625,1367.800048828125,6655.5498046875,16818.0,102.05000305175781,103.69999694824219,1984.0,671.0,96.20999908447266,3119.800048828125,960.9000244140625,1493.8499755859375,6296.39990234375,483.95001220703125
2021-04-27 12:15:00+05:30,1199.0,3176.949951171875,3761.64990234375,1999.0,4808.39990234375,535.5499877929688,3526.89990234375,902.0,127.6500015258789,680.0,2919.89990234375,364.1000061035156,598.8499755859375,871.5999755859375,205.5,1731.050048828125,1377.5,6648.0,16798.75,102.0999984741211,103.3499984741211,1981.5,671.4500122070312,96.20999908447266,3110.0,962.5999755859375,1494.949951171875,6313.0,483.8999938964844
2021-04-27 13:15:00+05:30,1195.0,3197.75,3768.0,2003.989990234375,4810.0,534.2999877929688,3539.550048828125,910.0,127.69999694824219,680.0,2928.0,365.5,601.1500244140625,873.0999755859375,205.64999389648438,1740.25,1384.050048828125,6645.7001953125,16839.0,102.19999694824219,103.5,1984.0,678.7999877929688,96.84500122070312,3121.39990234375,963.8499755859375,1491.4000244140625,6297.0,485.6000061035156
